SYMBOL,ENTREZID,GENENAME,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
DNAH14,127602,dynein axonemal heavy chain 14,2.190245364,1.407021603,0.547506711,2.569870971,0.01017364,0.028022902
DNAH2,146754,dynein axonemal heavy chain 2,4.296865018,2.92470137,0.569902662,5.131931404,2.87E-07,3.32E-06
DNAH7,56171,dynein axonemal heavy chain 7,5.095476421,1.248250299,0.364153959,3.427809219,0.000608473,0.002573108
DNAJA1P6,100421542,DnaJ heat shock protein family (Hsp40) member A1 pseudogene 6,1.076419898,2.145328971,0.521786869,4.111504328,3.93E-05,0.000246059
DNAJB13,374407,DnaJ heat shock protein family (Hsp40) member B13,3.510392555,-1.681945185,0.407575679,-4.126706455,3.68E-05,0.000232635
DNAJB8,165721,DnaJ heat shock protein family (Hsp40) member B8,0.949796039,3.142614894,1.259259009,2.49560644,0.012574202,0.033400736
DNAJC18,202052,DnaJ heat shock protein family (Hsp40) member C18,25.0342465,1.022037982,0.200037147,5.109240937,3.23E-07,3.69E-06
DNAJC19P4,106480691,DnaJ heat shock protein family (Hsp40) member C19 pseudogene 4,3.643689763,-1.679826727,0.525026279,-3.199509806,0.001376615,0.005138133
DNAJC3,5611,DnaJ heat shock protein family (Hsp40) member C3,165.5810882,-1.381040063,0.125530136,-11.00166147,3.75E-28,3.25E-25
DNASE1,1773,deoxyribonuclease 1,49.12043958,-2.00214291,0.271288195,-7.380132811,1.58E-13,8.24E-12
DNASE1L3,1776,deoxyribonuclease 1 like 3,2.029085609,-1.356009657,0.579278053,-2.340861441,0.019239306,0.047410518
DND1P1,644157,DND microRNA-mediated repression inhibitor 1 pseudogene 1,3.353267485,1.177499466,0.403565731,2.917738984,0.003525794,0.01143076
DNTT,1791,DNA nucleotidylexotransferase,18.03199379,-4.390154769,0.827156506,-5.307526133,1.11E-07,1.42E-06
DOC2GP,390213,"double C2 domain gamma, pseudogene",5.578607377,-1.494050259,0.337744358,-4.423612787,9.71E-06,7.30E-05
DOCK11,139818,dedicator of cytokinesis 11,11.3835197,-1.230994085,0.326890164,-3.765772789,0.000166035,0.000845385
DOCK3,1795,dedicator of cytokinesis 3,2.171275624,3.72230328,0.645110614,5.770023307,7.93E-09,1.37E-07
DOCK4,9732,dedicator of cytokinesis 4,4.262706639,1.359664696,0.555824497,2.446212253,0.014436598,0.037329337
DOCK8,81704,dedicator of cytokinesis 8,140.6977724,-1.2477338,0.191946108,-6.500438121,8.01E-11,2.19E-09
DOK1,1796,docking protein 1,28.6653373,-1.236302858,0.177493214,-6.96535282,3.28E-12,1.27E-10
DOK2,9046,docking protein 2,29.99626036,-1.832973611,0.402415851,-4.554923986,5.24E-06,4.23E-05
DOK7,285489,docking protein 7,1.212889976,-3.160962986,0.790235993,-4.000024062,6.33E-05,0.00036874
DPEP3,64180,dipeptidase 3,5.075112997,-2.128974881,0.50146069,-4.245546908,2.18E-05,0.000147882
DPH3,285381,diphthamide biosynthesis 3,57.91406269,1.137946876,0.221403038,5.139707597,2.75E-07,3.19E-06
DPM1,8813,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic",59.25257616,1.06983913,0.234950387,4.553468266,5.28E-06,4.26E-05
DPPA2,151871,developmental pluripotency associated 2,0.733325163,2.400421264,0.648788832,3.69984985,0.000215727,0.001057726
DPRX,503834,divergent-paired related homeobox,0.564005431,2.031482698,0.799379853,2.541323364,0.011043373,0.029962381
DPRXP1,503641,divergent-paired related homeobox pseudogene 1,0.746991371,1.645489957,0.672246682,2.447747234,0.014375246,0.037186569
DPYD,1806,dihydropyrimidine dehydrogenase,7.348077383,-1.154773249,0.407206209,-2.835843911,0.004570478,0.014302886
DPYSL2,1808,dihydropyrimidinase like 2,3.133025547,-4.094650474,0.616226339,-6.644718368,3.04E-11,9.21E-10
DQX1,165545,DEAQ-box RNA dependent ATPase 1,13.39082066,-6.020631765,0.598442027,-10.06050961,8.26E-24,3.45E-21
DRAXIN,374946,dorsal inhibitory axon guidance protein,1.592020569,-1.361038397,0.489768541,-2.778942056,0.005453625,0.016541093
DRD4,1815,dopamine receptor D4,11.94938901,2.204293355,0.392802405,5.61171044,2.00E-08,3.13E-07
DSEL,92126,dermatan sulfate epimerase like,4.438901563,1.837254717,0.619843024,2.964064525,0.003036046,0.010063808
DSG2,1829,desmoglein 2,4.894238231,2.444831767,0.752399925,3.249378006,0.001156577,0.004442773
DSG3,1830,desmoglein 3,0.79222714,1.439916904,0.59733092,2.410584911,0.015926963,0.040487437
DST,667,dystonin,74.98283517,1.626743756,0.332177475,4.897212722,9.72E-07,9.54E-06
DTD2,112487,D-aminoacyl-tRNA deacylase 2,8.195424815,-1.107974628,0.360365011,-3.074589916,0.002107922,0.007375747
DTNA,1837,dystrobrevin alpha,1.727158728,3.400266674,0.799132679,4.25494635,2.09E-05,0.000142764
DTWD2,285605,DTW domain containing 2,6.297289187,-1.486808732,0.381577413,-3.896479934,9.76E-05,0.000538472
DUOX1,53905,dual oxidase 1,1.8736157,1.820783605,0.545740329,3.336355239,0.000848846,0.003427494
DUS3L,56931,dihydrouridine synthase 3 like,41.05170165,1.527435392,0.19328936,7.902325271,2.74E-15,2.02E-13
DUSP10,11221,dual specificity phosphatase 10,7.757252824,2.685748715,0.391818301,6.854577006,7.15E-12,2.53E-10
DUSP13,51207,dual specificity phosphatase 13,1.231464175,2.233754821,0.860453704,2.596019765,0.009431064,0.026262963
DUSP16,80824,dual specificity phosphatase 16,16.91459878,1.340856759,0.279211572,4.802296508,1.57E-06,1.45E-05
DUSP2,1844,dual specificity phosphatase 2,419.7074449,1.813789926,0.367684875,4.933001191,8.10E-07,8.17E-06
DUSP26,78986,dual specificity phosphatase 26,98.13767765,1.75423273,0.451990554,3.881126974,0.000103974,0.000567556
DUSP3,1845,dual specificity phosphatase 3,24.61960177,1.052235984,0.213318702,4.932694489,8.11E-07,8.18E-06
DUSP4,1846,dual specificity phosphatase 4,158.9927096,4.187967223,0.46709839,8.965920912,3.08E-19,4.84E-17
DUSP5,1847,dual specificity phosphatase 5,392.3705543,1.133066564,0.304709005,3.718520119,0.000200393,0.000992789
DUSP8,1850,dual specificity phosphatase 8,44.81061081,2.040920364,0.520389818,3.921906796,8.79E-05,0.00049094
DUTP6,100873912,deoxyuridine triphosphatase pseudogene 6,3.11732838,1.912193183,0.375448679,5.093088063,3.52E-07,3.97E-06
DYNC2H1,79659,dynein cytoplasmic 2 heavy chain 1,3.411098511,2.450139005,0.668633505,3.66439759,0.000247921,0.001193362
DYNLT1,6993,dynein light chain Tctex-type 1,100.292467,1.179778755,0.231925093,5.086895676,3.64E-07,4.09E-06
DYNLT3,6990,dynein light chain Tctex-type 3,16.95089731,1.152103976,0.341416606,3.374481371,0.000739549,0.003041998
E2F5,1875,E2F transcription factor 5,38.14794523,-1.381722406,0.246409413,-5.607425412,2.05E-08,3.20E-07
E2F8,79733,E2F transcription factor 8,4.197008594,-2.339169871,0.581846689,-4.020251233,5.81E-05,0.000342832
EBF1,1879,EBF transcription factor 1,21.53754867,-6.177482908,0.578378352,-10.68069524,1.25E-26,9.80E-24
EBI3,10148,Epstein-Barr virus induced 3,7.302833396,-2.734021437,0.702414043,-3.892321722,9.93E-05,0.000545675
ECHDC1,55862,ethylmalonyl-CoA decarboxylase 1,17.98349233,-1.114317811,0.329857657,-3.378177793,0.000729679,0.003004903
ECT2,1894,epithelial cell transforming 2,2.456374257,-3.041668433,0.609154518,-4.993262531,5.94E-07,6.28E-06
EDDM3A,10876,epididymal protein 3A,0.7630304,2.812498962,0.851326624,3.303666164,0.000954294,0.003777754
EDEM3,80267,ER degradation enhancing alpha-mannosidase like protein 3,32.49571095,-1.916888217,0.297170466,-6.450466766,1.12E-10,2.97E-09
EDN1,1906,endothelin 1,26.32832198,3.263768461,0.491662878,6.638224292,3.17E-11,9.58E-10
EEA1,8411,early endosome antigen 1,18.07129009,-1.662252031,0.305288348,-5.444859071,5.18E-08,7.25E-07
EED,8726,embryonic ectoderm development,12.24769634,-1.278059024,0.294135762,-4.345133066,1.39E-05,9.97E-05
EEF1A1,1915,eukaryotic translation elongation factor 1 alpha 1,828.7671211,1.099424361,0.185632327,5.922591065,3.17E-09,5.95E-08
EEF1A1P1,54054,eukaryotic translation elongation factor 1 alpha 1 pseudogene 1,1.550728664,-2.420423226,0.49280895,-4.911483902,9.04E-07,8.97E-06
EEF1A1P11,440595,eukaryotic translation elongation factor 1 alpha 1 pseudogene 11,15.64642916,-1.70576523,0.388438058,-4.391344249,1.13E-05,8.28E-05
EEF1A1P12,644604,eukaryotic translation elongation factor 1 alpha 1 pseudogene 12,0.75864401,1.267604498,0.546482462,2.319570316,0.020364133,0.04972222
EEF1A1P13,133283,eukaryotic translation elongation factor 1 alpha 1 pseudogene 13,6.811997878,2.277281916,0.338451073,6.728540992,1.71E-11,5.51E-10
EEF1A1P15,643563,eukaryotic translation elongation factor 1 alpha 1 pseudogene 15,0.861646229,1.59386813,0.492173471,3.238427552,0.001201905,0.004581307
EEF1A1P19,100421796,eukaryotic translation elongation factor 1 alpha 1 pseudogene 19,1.699412574,2.196210596,0.412839844,5.319764136,1.04E-07,1.35E-06
EEF1A1P3,100421865,eukaryotic translation elongation factor 1 alpha 1 pseudogene 3,0.827450282,1.914355853,0.578319275,3.310205859,0.000932274,0.00370266
EEF1A1P37,100421825,eukaryotic translation elongation factor 1 alpha 1 pseudogene 37,1.212318481,-2.028001131,0.673791309,-3.009835693,0.00261389,0.008841036
EEF1A1P4,100421854,eukaryotic translation elongation factor 1 alpha 1 pseudogene 4,29.64401953,2.257508844,0.303314372,7.442802092,9.86E-14,5.34E-12
EEF1A1P6,221838,eukaryotic translation elongation factor 1 alpha 1 pseudogene 6,1.008017151,1.724182253,0.445365647,3.871385825,0.000108218,0.000587156
EEF1A2,1917,eukaryotic translation elongation factor 1 alpha 2,3.654171981,3.293595931,1.396882745,2.357818467,0.01838268,0.045671149
EEF1B2,1933,eukaryotic translation elongation factor 1 beta 2,1780.121337,2.119099184,0.232937898,9.097270991,9.26E-20,1.66E-17
EEF1B2P1,1932,eukaryotic translation elongation factor 1 beta 2 pseudogene 1,1.239796952,1.626490826,0.556747346,2.9214164,0.003484438,0.011319401
EEF1B2P2,1934,eukaryotic translation elongation factor 1 beta 2 pseudogene 2,8.092216995,1.400475576,0.266156252,5.261854884,1.43E-07,1.78E-06
EEF1DP3,196549,eukaryotic translation elongation factor 1 delta pseudogene 3,0.955624125,1.697176013,0.584095558,2.905647869,0.003664936,0.011817042
EEF1GP5,642357,eukaryotic translation elongation factor 1 gamma pseudogene 5,1.304274697,1.28184287,0.407177566,3.148117621,0.001643256,0.005984087
EFCAB12,90288,EF-hand calcium binding domain 12,5.197241389,2.037925985,0.505317539,4.032961117,5.51E-05,0.000327214
EFCAB14,9813,EF-hand calcium binding domain 14,37.30027416,-1.03236884,0.209328755,-4.931806133,8.15E-07,8.21E-06
EFCAB7,84455,EF-hand calcium binding domain 7,4.039445992,-1.365125066,0.337998563,-4.038848732,5.37E-05,0.000320027
EFEMP2,30008,EGF containing fibulin extracellular matrix protein 2,16.49909894,-1.79450394,0.426724124,-4.205302295,2.61E-05,0.000172383
EFHC1,114327,EF-hand domain containing 1,20.24583082,-1.488584134,0.221099953,-6.732629791,1.67E-11,5.38E-10
EFNA1,1942,ephrin A1,3.610005688,-4.361816291,0.813321331,-5.362968022,8.19E-08,1.09E-06
EFNA3,1944,ephrin A3,6.890635034,-2.175206545,0.372152319,-5.844936158,5.07E-09,9.06E-08
EFNA4,1945,ephrin A4,14.26470388,-1.263348955,0.279441461,-4.520978918,6.16E-06,4.87E-05
EFR3A,23167,EFR3 homolog A,16.25440083,-1.49183908,0.323635381,-4.609629135,4.03E-06,3.36E-05
EGFEM1P,93556,"EGF like and EMI domain containing 1, pseudogene",1.097945068,2.460626137,0.579476747,4.246289693,2.17E-05,0.000147476
EGR1,1958,early growth response 1,336.3460267,1.055485614,0.37880682,2.786342692,0.005330648,0.016218853
EHD1,10938,EH domain containing 1,324.512112,1.201627486,0.348653522,3.446480275,0.00056794,0.002425834
EHD3,30845,EH domain containing 3,24.78195191,-1.124642736,0.356635305,-3.153481215,0.001613356,0.005889309
EHHADH,1962,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase,3.47258294,-1.312255375,0.448022475,-2.928994524,0.003400604,0.01107081
EIF1B,10289,eukaryotic translation initiation factor 1B,184.0023222,2.292830295,0.258820756,8.858757422,8.09E-19,1.17E-16
EIF2B3,8891,eukaryotic translation initiation factor 2B subunit gamma,31.68057978,-1.071618003,0.234893322,-4.562147598,5.06E-06,4.10E-05
EIF3E,3646,eukaryotic translation initiation factor 3 subunit E,144.7758726,-1.330496906,0.344485618,-3.862271269,0.000112338,0.000605709
EIF3K,27335,eukaryotic translation initiation factor 3 subunit K,1362.12837,1.338907504,0.157639111,8.493498171,2.01E-17,2.11E-15
EIF3LP3,340947,eukaryotic translation initiation factor 3 subunit L pseudogene 3,1.690457919,-2.394226579,0.488370364,-4.902481299,9.46E-07,9.33E-06
EIF4BP3,100128771,eukaryotic translation initiation factor 4B pseudogene 3,1.690596423,-1.490159149,0.393605745,-3.785918186,0.000153142,0.000788765
EIF4E,1977,eukaryotic translation initiation factor 4E,44.05167685,1.050375282,0.261953626,4.009775691,6.08E-05,0.000356149
EIF5A2,56648,eukaryotic translation initiation factor 5A2,2.110199773,-2.068531756,0.558811728,-3.701661314,0.000214192,0.001051265
ELANE,1991,"elastase, neutrophil expressed",216.117161,1.517895017,0.577221333,2.629658555,0.008547066,0.02414925
ELAVL3,1995,ELAV like RNA binding protein 3,5.225803961,1.868097806,0.402994134,4.635545906,3.56E-06,3.01E-05
ELF1,1997,E74 like ETS transcription factor 1,59.35443989,-1.337626553,0.234276868,-5.709597212,1.13E-08,1.88E-07
ELF3,1999,E74 like ETS transcription factor 3,9.482583361,3.281496736,0.444840057,7.37680135,1.62E-13,8.43E-12
ELMOD1,55531,ELMO domain containing 1,1.45364504,3.003717204,0.89317944,3.362949335,0.000771145,0.003148377
ELOVL7,79993,ELOVL fatty acid elongase 7,6.378106734,3.706453532,0.5373478,6.897680667,5.29E-12,1.94E-10
EMC2,9694,ER membrane protein complex subunit 2,16.68100545,-1.509527374,0.294634315,-5.123392955,3.00E-07,3.44E-06
EMC3,55831,ER membrane protein complex subunit 3,199.9313437,1.098493981,0.11814906,9.297526237,1.44E-20,2.88E-18
EMILIN2,84034,elastin microfibril interfacer 2,7.739744885,-1.453344493,0.51327271,-2.831524966,0.004632662,0.014452688
EMILIN3,90187,elastin microfibril interfacer 3,1.577006256,-2.088732053,0.740376716,-2.821174693,0.004784814,0.014826192
EML6,400954,EMAP like 6,195.3318059,-2.39448536,0.382032239,-6.267757313,3.66E-10,8.69E-09
EMX2,2018,empty spiracles homeobox 2,1.842415449,-3.524869176,0.828080868,-4.256672639,2.07E-05,0.000141906
ENAH,55740,ENAH actin regulator,8.399586581,2.623083046,0.374030017,7.013028181,2.33E-12,9.35E-11
ENAM,10117,enamelin,22.20204523,-4.500777871,0.522097784,-8.620564978,6.66E-18,7.72E-16
ENDOU,8909,"endonuclease, poly(U) specific",7.57905877,2.890356818,0.597970775,4.833608833,1.34E-06,1.27E-05
ENG,2022,endoglin,12.89166873,-1.086010602,0.418979665,-2.592036544,0.009540964,0.026536626
ENO3,2027,enolase 3,28.34035921,1.101676571,0.196774797,5.598667033,2.16E-08,3.35E-07
ENOX2,10495,ecto-NOX disulfide-thiol exchanger 2,22.31798861,-1.2045174,0.217850013,-5.529113276,3.22E-08,4.79E-07
ENPP1,5167,ectonucleotide pyrophosphatase/phosphodiesterase 1,3.283869542,2.090728278,0.523391399,3.994578973,6.48E-05,0.000376323
ENPP7,339221,ectonucleotide pyrophosphatase/phosphodiesterase 7,3.152475768,-1.940983402,0.408835934,-4.747585132,2.06E-06,1.85E-05
ENPP7P8,100421860,ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 8,0.789346326,2.238393767,0.559087707,4.003654058,6.24E-05,0.000364262
ENTPD1,953,ectonucleoside triphosphate diphosphohydrolase 1,54.64800315,-2.726926544,0.424247276,-6.427681925,1.30E-10,3.41E-09
ENTPD2,954,ectonucleoside triphosphate diphosphohydrolase 2,0.966130754,2.472835253,0.747883355,3.306445097,0.000944879,0.003744742
ENTPD7,57089,ectonucleoside triphosphate diphosphohydrolase 7,3.068100081,-1.608917207,0.438950272,-3.665374668,0.000246977,0.001189306
EPAS1,2034,endothelial PAS domain protein 1,13.48266578,1.337253135,0.438638298,3.048646555,0.002298748,0.007926705
EPB41L3,23136,erythrocyte membrane protein band 4.1 like 3,4.671519942,-2.116684281,0.560334723,-3.777535455,0.000158388,0.000811395
EPB41L4A,64097,erythrocyte membrane protein band 4.1 like 4A,19.87797675,1.031361451,0.253440586,4.069440761,4.71E-05,0.000286625
EPB41L4A-AS1,114915,EPB41L4A antisense RNA 1,415.9066049,1.817034025,0.265397934,6.846451274,7.57E-12,2.66E-10
EPB42,2038,erythrocyte membrane protein band 4.2,4.688316324,1.608447111,0.451896881,3.559323332,0.000371812,0.001688095
EPCAM,4072,epithelial cell adhesion molecule,8.298419624,1.925983302,0.581138042,3.314158018,0.000919195,0.003659715
EPHA1-AS1,285965,EPHA1 antisense RNA 1,1.969674853,2.313200347,0.479273482,4.826472634,1.39E-06,1.30E-05
EPHA6,285220,EPH receptor A6,2.768448121,3.817788986,0.561383249,6.800682053,1.04E-11,3.51E-10
EPHA8,2046,EPH receptor A8,2.083402136,3.18069821,0.584502261,5.441720966,5.28E-08,7.36E-07
EPHB1,2047,EPH receptor B1,4.124364949,3.776905448,0.659090661,5.730479386,1.00E-08,1.68E-07
EPHB6,2051,EPH receptor B6,8.256342735,-4.113452797,0.426628978,-9.641756667,5.33E-22,1.39E-19
EPHX2,2053,epoxide hydrolase 2,27.62994373,1.142494989,0.268435567,4.256123733,2.08E-05,0.000142215
EPM2A,7957,"EPM2A glucan phosphatase, laforin",6.548293644,1.044538498,0.320545693,3.258625903,0.001119532,0.004322399
EPN2-AS1,100874018,EPN2 antisense RNA 1,3.430430858,-2.737073944,0.512146186,-5.344321636,9.08E-08,1.20E-06
EPS15,2060,epidermal growth factor receptor pathway substrate 15,36.06523759,-1.183334542,0.286038261,-4.136979916,3.52E-05,0.000224042
EPS8L1,54869,EPS8 like 1,8.165683708,-1.566895332,0.398229329,-3.93465578,8.33E-05,0.000469059
ERAL1,26284,Era like 12S mitochondrial rRNA chaperone 1,39.43765071,-1.316903468,0.179078996,-7.353757259,1.93E-13,9.96E-12
ERAP1,51752,endoplasmic reticulum aminopeptidase 1,83.50294306,-1.13209121,0.156402405,-7.238323532,4.54E-13,2.17E-11
ERC2,26059,ELKS/RAB6-interacting/CAST family member 2,1.394431681,3.449901617,0.764432657,4.513022285,6.39E-06,5.04E-05
ERCC5,2073,"ERCC excision repair 5, endonuclease",57.78629462,-1.135296228,0.195679752,-5.801807386,6.56E-09,1.15E-07
ERF,2077,ETS2 repressor factor,61.16111057,1.206025299,0.20207181,5.968300563,2.40E-09,4.66E-08
ERGIC2,51290,ERGIC and golgi 2,62.22027593,-1.28323812,0.227132552,-5.64973233,1.61E-08,2.56E-07
ERH,2079,ERH mRNA splicing and mitosis factor,196.384914,-1.000010283,0.23227632,-4.305261444,1.67E-05,0.000116738
ERI1,90459,exoribonuclease 1,57.32102212,-3.869698523,0.366495749,-10.55864505,4.63E-26,3.12E-23
ERI2,112479,ERI1 exoribonuclease family member 2,1.436173055,-2.433680748,0.684900256,-3.553336015,0.000380378,0.001719282
ERLEC1,27248,endoplasmic reticulum lectin 1,341.0671922,-1.569712269,0.19946675,-7.86954351,3.56E-15,2.57E-13
ERVH48-1,90625,endogenous retrovirus group 48 member 1,3.144394583,-2.065171177,0.649545666,-3.179408757,0.001475758,0.00545524
ERVMER34-1,100288413,"endogenous retrovirus group MER34 member 1, envelope",3.63672604,3.415623509,0.665033674,5.136015878,2.81E-07,3.25E-06
ERVV-2,100271846,"endogenous retrovirus group V member 2, envelope",1.323612308,3.656114329,0.634483849,5.762344203,8.30E-09,1.42E-07
ESAM,90952,endothelial cell adhesion molecule,12.33875653,2.179928849,0.460225447,4.736654311,2.17E-06,1.94E-05
ESCO1,114799,establishment of sister chromatid cohesion N-acetyltransferase 1,12.90581334,-1.565575452,0.315188746,-4.96710454,6.80E-07,7.07E-06
ESCO2,157570,establishment of sister chromatid cohesion N-acetyltransferase 2,3.67556206,-2.112413123,0.499533632,-4.228770576,2.35E-05,0.000157805
ESD,2098,esterase D,17.68062446,-1.311933467,0.371568636,-3.530797107,0.000414309,0.001853294
ESF1,51575,ESF1 nucleolar pre-rRNA processing protein homolog,17.37344278,-2.109925846,0.296450205,-7.117302712,1.10E-12,4.81E-11
ESRRA,2101,estrogen related receptor alpha,85.61017235,1.279539904,0.170481281,7.505456878,6.12E-14,3.43E-12
ESRRB,2103,estrogen related receptor beta,1.929948269,1.247007266,0.467514228,2.667314046,0.007646019,0.022003644
ESRRG,2104,estrogen related receptor gamma,2.952096512,3.153637528,0.539328185,5.847344182,4.99E-09,8.94E-08
ETAA1,54465,ETAA1 activator of ATR kinase,6.37343004,-1.18638944,0.396096547,-2.99520268,0.002742625,0.009203234
ETF1,2107,eukaryotic translation termination factor 1,98.54074973,1.088499054,0.183950799,5.917338015,3.27E-09,6.11E-08
ETF1P2,6825,eukaryotic translation termination factor 1 pseudogene 2,0.683689385,2.397480988,1.033735868,2.319239433,0.020382057,0.049759331
ETNK2,55224,ethanolamine kinase 2,0.881062261,-2.752531022,1.043901705,-2.636772226,0.008369901,0.023756104
ETS1,2113,"ETS proto-oncogene 1, transcription factor",70.94125054,-1.865767583,0.413918981,-4.507567107,6.56E-06,5.16E-05
ETV1,2115,ETS variant transcription factor 1,3.202693754,4.581865927,0.643996573,7.114736503,1.12E-12,4.87E-11
ETV5,2119,ETS variant transcription factor 5,16.28915639,1.369204013,0.364468085,3.756718543,0.000172156,0.000872025
EVA1C,59271,eva-1 homolog C,3.100636109,1.774474403,0.555234397,3.19590143,0.001393947,0.005193225
EVL,51466,Enah/Vasp-like,135.0969433,-1.637733055,0.214926852,-7.619955548,2.54E-14,1.56E-12
EXOC5,10640,exocyst complex component 5,12.85251109,-1.539393044,0.384778686,-4.000723275,6.31E-05,0.000368006
EXOSC3,51010,exosome component 3,20.53520904,-1.177612748,0.223437311,-5.270439134,1.36E-07,1.71E-06
EXOSC8,11340,exosome component 8,26.52264076,-1.047634572,0.225394436,-4.648005471,3.35E-06,2.85E-05
EXPH5,23086,exophilin 5,1.771127982,2.068944045,0.539616731,3.834099144,0.000126025,0.000669235
EYA2,2139,EYA transcriptional coactivator and phosphatase 2,16.34085176,1.150426542,0.444155433,2.590144029,0.009593578,0.026664602
EYA3,2140,EYA transcriptional coactivator and phosphatase 3,30.98720489,-1.460777888,0.258452455,-5.652017857,1.59E-08,2.53E-07
EYS,346007,eyes shut homolog,0.675068578,1.425745722,0.612157853,2.32904914,0.019856463,0.048688102
EZR-AS1,101409257,EZR antisense RNA 1,1.92453709,1.10155573,0.442633908,2.488638376,0.012823332,0.033884642
F12,2161,coagulation factor XII,25.74712728,1.234342889,0.362341123,3.40657687,0.00065783,0.002756335
F13A1,2162,coagulation factor XIII A chain,3.635346179,-1.637822512,0.690925218,-2.370477253,0.017765137,0.044364324
F2R,2149,coagulation factor II thrombin receptor,175.9539591,3.76042212,0.353921711,10.62501113,2.28E-26,1.67E-23
F2RL3,9002,F2R like thrombin or trypsin receptor 3,8.332129935,-2.240143209,0.617521448,-3.627636282,0.000286028,0.001347868
F5,2153,coagulation factor V,0.722100662,-2.04529392,0.805526831,-2.539076094,0.011114565,0.030124946
FABP5,2171,fatty acid binding protein 5,3.913270714,1.190534399,0.444461199,2.67860142,0.007393034,0.021400144
FABP5P3,220832,fatty acid binding protein 5 pseudogene 3,0.874485379,1.295073412,0.554738356,2.334566193,0.019566094,0.048044794
FADD,8772,Fas associated via death domain,50.02424974,-1.127745832,0.232506633,-4.850381322,1.23E-06,1.17E-05
FADS1,3992,fatty acid desaturase 1,27.77206994,-1.404605902,0.360432623,-3.896999913,9.74E-05,0.000537562
FAH,2184,fumarylacetoacetate hydrolase,38.70818574,1.125857177,0.231285031,4.86783416,1.13E-06,1.09E-05
FAM110A,83541,family with sequence similarity 110 member A,10.79591108,-1.202212202,0.280956594,-4.278996219,1.88E-05,0.000129714
FAM110B,90362,family with sequence similarity 110 member B,2.665512442,-1.842358275,0.690017335,-2.670017378,0.007584732,0.021853228
FAM111A,63901,family with sequence similarity 111 member A,10.6898565,-1.466495159,0.317125437,-4.624337841,3.76E-06,3.16E-05
FAM111B,374393,family with sequence similarity 111 member B,4.117558188,-1.7294818,0.587068884,-2.945960595,0.003219534,0.010566508
FAM120A,23196,family with sequence similarity 120A,112.6613081,-1.3291611,0.196974794,-6.74787403,1.50E-11,4.89E-10
FAM126A,84668,family with sequence similarity 126 member A,16.43058303,-1.53941823,0.370620143,-4.153628075,3.27E-05,0.000210498
FAM133A,286499,family with sequence similarity 133 member A,7.413477349,5.62636339,0.559534908,10.05542874,8.69E-24,3.51E-21
FAM13A,10144,family with sequence similarity 13 member A,46.85207707,1.61980393,0.390068294,4.152616239,3.29E-05,0.000211319
FAM162A,26355,family with sequence similarity 162 member A,139.5068503,1.74579521,0.264952246,6.589093841,4.43E-11,1.29E-09
FAM166A,401565,family with sequence similarity 166 member A,1.295859536,1.638249043,0.530566966,3.087732835,0.002016897,0.007100922
FAM169B,283777,family with sequence similarity 169 member B,3.641502,3.307989755,0.501302492,6.598789768,4.15E-11,1.21E-09
FAM171A2,284069,family with sequence similarity 171 member A2,4.29210972,-1.809218841,0.378555532,-4.779269322,1.76E-06,1.60E-05
FAM171B,165215,family with sequence similarity 171 member B,1.445705176,1.8693718,0.722530461,2.587256731,0.009674348,0.026849058
FAM172A,83989,family with sequence similarity 172 member A,8.9527138,-1.145177662,0.295268254,-3.878431379,0.000105132,0.000572591
FAM178B,51252,family with sequence similarity 178 member B,3.714877014,2.124950608,0.791900239,2.683356443,0.007288726,0.021137929
FAM183A,440585,family with sequence similarity 183 member A,0.974516344,2.051228906,0.775215197,2.646012246,0.008144687,0.023193549
FAM186B,84070,family with sequence similarity 186 member B,1.626770849,3.292344974,0.613064875,5.370304365,7.86E-08,1.05E-06
FAM209A,200232,family with sequence similarity 209 member A,7.447621331,1.037466986,0.31764895,3.266080321,0.001090473,0.004228412
FAM209B,388799,family with sequence similarity 209 member B,4.540703382,1.579333368,0.264030555,5.981631054,2.21E-09,4.33E-08
FAM20C,56975,FAM20C golgi associated secretory pathway kinase,5.068243962,-1.779773036,0.68628794,-2.593332816,0.009505074,0.026455025
FAM214B,80256,family with sequence similarity 214 member B,45.88332474,1.551576291,0.196214129,7.907566603,2.62E-15,1.94E-13
FAM220A,84792,family with sequence similarity 220 member A,11.36244279,-1.193999915,0.365557693,-3.266242069,0.00108985,0.004227336
FAM221A,340277,family with sequence similarity 221 member A,16.07778465,1.212486301,0.286606075,4.230497563,2.33E-05,0.000156715
FAM222A,84915,family with sequence similarity 222 member A,3.185871523,1.312721852,0.393217009,3.338415741,0.000842576,0.003405012
FAM227A,646851,family with sequence similarity 227 member A,2.842909409,1.208603953,0.520715246,2.321045837,0.02028437,0.049552432
FAM228A,653140,family with sequence similarity 228 member A,1.034616904,2.517384253,0.717688276,3.507629061,0.000452119,0.001999141
FAM229A,100128071,family with sequence similarity 229 member A,128.7140005,2.162223469,0.220561547,9.80326579,1.09E-22,3.34E-20
FAM229B,619208,family with sequence similarity 229 member B,7.554743453,1.236215118,0.358603626,3.447302335,0.000566215,0.002421024
